"District","Town_Name","2011_Area_Km2","2001_Area_Km2","Area_Change_Reason","state_name","civic_status","clean_town_name"
"Jhansi","Jhansi M.Corp.",169.5,57.65,"Change in jurisdiction","UTTAR PRADESH","M.Corp.","Jhansi Corp."
"Jhansi","Jhansi C.B.",18.63,19.43,"Revised Computation","UTTAR PRADESH","C.B.","Jhansi "
"Jhansi","Barua Sagar N.P.P.",5.89,5.98,"Revised Computation","UTTAR PRADESH","N.P.","Barua Sagar "
"Jhansi","Baragaon N.P.",5,5.5,"Revised Computation","UTTAR PRADESH","N.P.","Baragaon "
"Jhansi","Babina C.B.",13,13.7,"Revised Computation","UTTAR PRADESH","C.B.","Babina "
"Jhansi","Parichha C.T.",10,5.8,"Revised Computation","UTTAR PRADESH","C.T.","Parichha "
"Jhansi","Khailar C.T.",5,18.11,"Revised Computation","UTTAR PRADESH","C.T.","Khailar "
"Lalitpur","Talbehat N.P.",5.04,2,"Revised Computation","UTTAR PRADESH","N.P.","Talbehat "
"Lalitpur","Pali N.P.",0.51,1,"Revised Computation","UTTAR PRADESH","N.P.","Pali "
"Hamirpur","Kurara N.P.",2.25,1.07,"Revised Computation","UTTAR PRADESH","N.P.","Kurara "
"Hamirpur","Hamirpur N.P.P.",3.94,13.3,"Revised Computation","UTTAR PRADESH","N.P.","Hamirpur "
"Hamirpur","Rath N.P.P.",8.12,6.28,"Revised Computation","UTTAR PRADESH","N.P.","Rath "
"Hamirpur","Gohand N.P.",2,1.35,"Revised Computation","UTTAR PRADESH","N.P.","Gohand "
"Hamirpur","Sarila N.P.",1.5,6.12,"Revised Computation","UTTAR PRADESH","N.P.","Sarila "
"Hamirpur","Maudaha N.P.P.",6.07,6.34,"Revised Computation","UTTAR PRADESH","N.P.","Maudaha "
"Mahoba","Kul Pahar N.P.",2.76,26.2,"Revised Computation","UTTAR PRADESH","N.P.","Kul Pahar "
"Mahoba","Kharela N.P.",4,8.52,"Revised Computation","UTTAR PRADESH","N.P.","Kharela "
"Mahoba","Charkhari N.P.P.",5,7.77,"Revised Computation","UTTAR PRADESH","N.P.","Charkhari "
"Mahoba","Kabrai N.P.",4,10,"Revised Computation","UTTAR PRADESH","N.P.","Kabrai "
"Banda","Banda N.P.P.",16,16.29,"Revised Computation","UTTAR PRADESH","N.P.","Banda "
"Banda","Tindwari N.P.",4.5,1.04,"Revised Computation","UTTAR PRADESH","N.P.","Tindwari "
"Banda","Oran N.P.",4,3,"Revised Computation","UTTAR PRADESH","N.P.","Oran "
"Chitrakoot","Manikpur Sarhat N.P.",8.7,3.57,"Revised Computation","UTTAR PRADESH","N.P.","Manikpur Sarhat "
"Chitrakoot","Rajapur N.P.",8,0.45,"Revised Computation","UTTAR PRADESH","N.P.","Rajapur "
"Fatehpur","Bindki N.P.P.",3.9,10.36,"Revised Computation","UTTAR PRADESH","N.P.","Bindki "
"Fatehpur","Bahuwa N.P.",2,0.95,"Revised Computation","UTTAR PRADESH","N.P.","Bahuwa "
"Fatehpur","Khaga N.P.",16,3.35,"Change in jurisdiction","UTTAR PRADESH","N.P.","Khaga "
"Fatehpur","Kishunpur N.P.",2,8,"Revised Computation","UTTAR PRADESH","N.P.","Kishunpur "
"Pratapgarh","Kunda N.P.",10,10.01,"Revised Computation","UTTAR PRADESH","N.P.","Kunda "
"Pratapgarh","Bela Pratapgarh N.P.P.",12,12.2,"Revised Computation","UTTAR PRADESH","N.P.","Bela Pratapgarh "
"Pratapgarh","Antu N.P.",2,3.1,"Revised Computation","UTTAR PRADESH","N.P.","Antu "
"Pratapgarh","Patti N.P.",2.5,11.2,"Revised Computation","UTTAR PRADESH","N.P.","Patti "
"Kaushambi","Manjhanpur N.P.",14.44,1.44,"Revised Computation","UTTAR PRADESH","N.P.","Manjhanpur "
"Kaushambi","Bharwari N.P.",1.88,1.38,"Revised Computation","UTTAR PRADESH","N.P.","Bharwari "
"Kaushambi","Chail N.P.",5.31,4.34,"Revised Computation","UTTAR PRADESH","N.P.","Chail "
"Allahabad","Mau Aima N.P.",3.5,12.33,"Revised Computation","UTTAR PRADESH","N.P.","Mau Aima "
"Allahabad","Jhusi N.P.",5.5,5.05,"Revised Computation","UTTAR PRADESH","N.P.","Jhusi "
"Allahabad","Jhusi Kohna C.T.",2,1.78,"Revised Computation","UTTAR PRADESH","C.T.","Jhusi Kohna "
"Allahabad","Allahabad M.Corp.",70.05,63.38,"Revised Computation","UTTAR PRADESH","M.Corp.","Allahabad Corp."
"Allahabad","Allahabad C.B.",18.07,18.31,"Revised Computation","UTTAR PRADESH","C.B.","Allahabad "
"Allahabad","Shankargarh N.P.",2,2.94,"Revised Computation","UTTAR PRADESH","N.P.","Shankargarh "
"Allahabad","Chak Imam Ali C.T.",0.28,0.5,"Revised Computation","UTTAR PRADESH","C.T.","Chak Imam Ali "
"Allahabad","Sirsa N.P.",1.75,1.73,"Revised Computation","UTTAR PRADESH","N.P.","Sirsa "
"Allahabad","Bharatganj N.P.",2.59,5,"Revised Computation","UTTAR PRADESH","N.P.","Bharatganj "
"Bara Banki","Fatehpur N.P.",8,6.5,"Revised Computation","UTTAR PRADESH","N.P.","Fatehpur "
"Bara Banki","Ramnagar N.P.",9.35,5.22,"Revised Computation","UTTAR PRADESH","N.P.","Ramnagar "
"Bara Banki","Nawabganj N.P.P.",3.63,4.34,"Revised Computation","UTTAR PRADESH","N.P.","Nawabganj "
"Bara Banki","Satrikh N.P.",5,2,"Revised Computation","UTTAR PRADESH","N.P.","Satrikh "
"Bara Banki","Zaidpur N.P.",2.5,3,"Revised Computation","UTTAR PRADESH","N.P.","Zaidpur "
"Bara Banki","Tikait Nagar N.P.",3,5,"Revised Computation","UTTAR PRADESH","N.P.","Tikait Nagar "
"Bara Banki","Dariyabad N.P.",6.38,6.33,"Revised Computation","UTTAR PRADESH","N.P.","Dariyabad "
"Bara Banki","Siddhaur N.P.",7.84,4.87,"Revised Computation","UTTAR PRADESH","N.P.","Siddhaur "
"Bara Banki","Haidergarh N.P.",2,4.84,"Revised Computation","UTTAR PRADESH","N.P.","Haidergarh "
"Faizabad","Rudauli N.P.P.",8,23,"Revised Computation","UTTAR PRADESH","N.P.","Rudauli "
"Faizabad","Faizabad N.P.P.",16.02,33.47,"Revised Computation","UTTAR PRADESH","N.P.","Faizabad "
"Faizabad","Gosainganj N.P.",2,3,"Revised Computation","UTTAR PRADESH","N.P.","Gosainganj "
"Ambedkar Nagar","Bhulepur C.T.",0.64,0.63,"Revised Computation","UTTAR PRADESH","C.T.","Bhulepur "
"Ambedkar Nagar","Jalalpur N.P.P.",2.34,1.24,"Revised Computation","UTTAR PRADESH","N.P.","Jalalpur "
"Ambedkar Nagar","Akbarpur N.P.P.",72.47,5,"Change in jurisdiction","UTTAR PRADESH","N.P.","Akbarpur "
"Sultanpur","Musafirkhana N.P.",0.59,12,"Revised Computation","UTTAR PRADESH","N.P.","Musafirkhana "
"Sultanpur","Korwa C.T.",1.13,3.01,"Revised Computation","UTTAR PRADESH","C.T.","Korwa "
"Sultanpur","Sultanpur N.P.P.",12,12.01,"Revised Computation","UTTAR PRADESH","N.P.","Sultanpur "
"Sultanpur","Koeripur N.P.",1.69,5,"Revised Computation","UTTAR PRADESH","N.P.","Koeripur "
"Sultanpur","Dostpur N.P.",6,4.64,"Revised Computation","UTTAR PRADESH","N.P.","Dostpur "
"Sultanpur","Kadipur N.P.",4,0.76,"Revised Computation","UTTAR PRADESH","N.P.","Kadipur "
"Bahraich","Nanpara N.P.P.",2,4.23,"Revised Computation","UTTAR PRADESH","N.P.","Nanpara "
"Bahraich","Risia Bazar  N.P.",7.54,7.55,"Revised Computation","UTTAR PRADESH","N.P.","Risia Bazar  "
"Bahraich","Jarwal N.P.",3,10,"Revised Computation","UTTAR PRADESH","N.P.","Jarwal "
"Balrampur","Utraula N.P.P.",4.5,4.86,"Revised Computation","UTTAR PRADESH","N.P.","Utraula "
"Gonda","Gonda N.P.P.",24.62,15,"Change in jurisdiction","UTTAR PRADESH","N.P.","Gonda "
"Gonda","Colonelganj N.P.P.",1.78,1.79,"Revised Computation","UTTAR PRADESH","N.P.","Colonelganj "
"Gonda","Indian Telephone Industry, Mankapur (Special Village) C.T.",1.22,5,"Revised Computation","UTTAR PRADESH","C.T.","Indian Telephone Industry, Mankapur (Special Village) "
"Siddharthnagar","Bansi N.P.P.",13,12.07,"Revised Computation","UTTAR PRADESH","N.P.","Bansi "
"Basti","Harraiya N.P.",3.4,34,"Revised Computation","UTTAR PRADESH","N.P.","Harraiya "
"Basti","Basti N.P.P.",19.47,19.43,"Revised Computation","UTTAR PRADESH","N.P.","Basti "
"Sant Kabir Nagar","Khalilabad N.P.P.",7,7.04,"Revised Computation","UTTAR PRADESH","N.P.","Khalilabad "
"Sant Kabir Nagar","Hariharpur N.P.",9,3,"Revised Computation","UTTAR PRADESH","N.P.","Hariharpur "
"Mahrajganj","Nautanwa N.P.P.",8,8.51,"Revised Computation","UTTAR PRADESH","N.P.","Nautanwa "
"Mahrajganj","Ghughuli N.P.",8,10,"Revised Computation","UTTAR PRADESH","N.P.","Ghughuli "
"Gorakhpur","Sahjanwa  N.P.",25,16.85,"Change in jurisdiction","UTTAR PRADESH","N.P.","Sahjanwa  "
"Gorakhpur","Gorakhpur M.Corp.",141.02,141.01,"Revised Computation","UTTAR PRADESH","M.Corp.","Gorakhpur Corp."
"Gorakhpur","Air Force Area C.T.",1.21,1.12,"Revised Computation","UTTAR PRADESH","C.T.","Air Force Area "
"Gorakhpur","Bansgaon N.P.",0.75,7,"Revised Computation","UTTAR PRADESH","N.P.","Bansgaon "
"Gorakhpur","Barhalganj N.P.",6,10,"Revised Computation","UTTAR PRADESH","N.P.","Barhalganj "
"Kushinagar","Khadda N.P.",5,19.5,"Revised Computation","UTTAR PRADESH","N.P.","Khadda "
"Kushinagar","Padrauna N.P.P.",6.89,7.04,"Revised Computation","UTTAR PRADESH","N.P.","Padrauna "
"Kushinagar","Kaptanganj N.P.",10,5,"Revised Computation","UTTAR PRADESH","N.P.","Kaptanganj "
"Kushinagar","Hata N.P.",3.2,7.34,"Revised Computation","UTTAR PRADESH","N.P.","Hata "
"Deoria","Gauri Bazar N.P.",0.37,2.04,"Revised Computation","UTTAR PRADESH","N.P.","Gauri Bazar "
"Deoria","Rampur Karkhana N.P.",1.79,16.7,"Revised Computation","UTTAR PRADESH","N.P.","Rampur Karkhana "
"Deoria","Rudrapur N.P.",16,20.05,"Revised Computation","UTTAR PRADESH","N.P.","Rudrapur "
"Deoria","Gaura Barhaj N.P.P.",8,9,"Revised Computation","UTTAR PRADESH","N.P.","Gaura Barhaj "
"Deoria","Majhauliraj N.P.",10.57,12.2,"Revised Computation","UTTAR PRADESH","N.P.","Majhauliraj "
"Deoria","Salempur N.P.",4,4.23,"Revised Computation","UTTAR PRADESH","N.P.","Salempur "
"Azamgarh","Atraulia N.P.",2,0.52,"Revised Computation","UTTAR PRADESH","N.P.","Atraulia "
"Azamgarh","Bilariaganj N.P.",4.98,1.49,"Revised Computation","UTTAR PRADESH","N.P.","Bilariaganj "
"Azamgarh","Jiyanpur N.P.",4,1.8,"Revised Computation","UTTAR PRADESH","N.P.","Jiyanpur "
"Azamgarh","Mubarakpur N.P.P.",9,1.95,"Revised Computation","UTTAR PRADESH","N.P.","Mubarakpur "
"Azamgarh","Amilo C.T.",3.66,3.19,"Revised Computation","UTTAR PRADESH","C.T.","Amilo "
"Azamgarh","Azamgarh N.P.P.",12.7,12.71,"Revised Computation","UTTAR PRADESH","N.P.","Azamgarh "
"Azamgarh","Ibrahimpur C.T.",1.1,0.5,"Revised Computation","UTTAR PRADESH","C.T.","Ibrahimpur "
"Azamgarh","Hafizpur C.T.",3.12,4,"Revised Computation","UTTAR PRADESH","C.T.","Hafizpur "
"Azamgarh","Sarai Mir N.P.",5,1.86,"Revised Computation","UTTAR PRADESH","N.P.","Sarai Mir "
"Azamgarh","Mehnagar N.P.",5,4.67,"Revised Computation","UTTAR PRADESH","N.P.","Mehnagar "
"Mau","Amila N.P.",0.61,6.1,"Revised Computation","UTTAR PRADESH","N.P.","Amila "
"Mau","Adari N.P.",4.5,4.86,"Revised Computation","UTTAR PRADESH","N.P.","Adari "
"Mau","Maunath Bhanjan N.P.P.",39,25.61,"Revised Computation","UTTAR PRADESH","N.P.","Maunath Bhanjan "
"Mau","Kurthi Jafarpur C.T.",1.5,6,"Revised Computation","UTTAR PRADESH","C.T.","Kurthi Jafarpur "
"Mau","Muhammadabad Gohna  N.P.",12,3.81,"Change in jurisdiction","UTTAR PRADESH","N.P.","Muhammadabad Gohna  "
"Mau","Khairabad C.T.",0.42,1.2,"Revised Computation","UTTAR PRADESH","C.T.","Khairabad "
"Ballia","Belthara Road N.P.",11.5,0.38,"Revised Computation","UTTAR PRADESH","N.P.","Belthara Road "
"Ballia","Sikanderpur N.P.",6.5,3.31,"Revised Computation","UTTAR PRADESH","N.P.","Sikanderpur "
"Ballia","Ballia N.P.P.",16,16.11,"Revised Computation","UTTAR PRADESH","N.P.","Ballia "
"Ballia","Chitbara Gaon N.P.",6,6.14,"Revised Computation","UTTAR PRADESH","N.P.","Chitbara Gaon "
"Ballia","Maniyar N.P.",6,3.7,"Revised Computation","UTTAR PRADESH","N.P.","Maniyar "
"Ballia","Bansdih N.P.",3.5,3.25,"Revised Computation","UTTAR PRADESH","N.P.","Bansdih "
"Ballia","Sahatwar N.P.",5.58,6,"Revised Computation","UTTAR PRADESH","N.P.","Sahatwar "
"Jaunpur","Shahganj N.P.P.",4,3.63,"Revised Computation","UTTAR PRADESH","N.P.","Shahganj "
"Jaunpur","Mogra Badshahpur N.P.P.",2.5,2.15,"Revised Computation","UTTAR PRADESH","N.P.","Mogra Badshahpur "
"Jaunpur","Jaunpur N.P.P.",25.3,25.25,"Revised Computation","UTTAR PRADESH","N.P.","Jaunpur "
"Jaunpur","Jafarabad N.P.",2.46,1.43,"Revised Computation","UTTAR PRADESH","N.P.","Jafarabad "
"Jaunpur","Dhanauha C.T.",5,1.13,"Revised Computation","UTTAR PRADESH","C.T.","Dhanauha "
"Jaunpur","Kerakat N.P.",3,0.75,"Revised Computation","UTTAR PRADESH","N.P.","Kerakat "
